"","cluster","Scientific_Name","n_sites","prop_sites"
"797",7,"Lepomis gibbosus",37,0.0631399317406143
"798",7,"Oncorhynchus clarkii",37,0.0631399317406143
"799",7,"Ambloplites rupestris",36,0.0614334470989761
"800",7,"Oncorhynchus mykiss",36,0.0614334470989761
"801",7,"Notemigonus crysoleucas",35,0.0597269624573379
"802",7,"Salvelinus fontinalis",35,0.0597269624573379
"803",7,"Noturus flavus",34,0.0580204778156997
"804",7,"Ictalurus punctatus",33,0.0563139931740614
"805",7,"Etheostoma caeruleum",32,0.0546075085324232
"806",7,"Aphredoderus sayanus",30,0.0511945392491468
"807",7,"Clinostomus funduloides",29,0.0494880546075085
"808",7,"Noturus insignis",28,0.0477815699658703
"809",7,"Etheostoma spectabile",27,0.0460750853242321
"810",7,"Moxostoma erythrurum",27,0.0460750853242321
"811",7,"Cyprinella venusta",26,0.0443686006825939
"812",7,"Campostoma oligolepis",25,0.0426621160409556
"813",7,"Catostomus clarkii",25,0.0426621160409556
"814",7,"Noturus gyrinus",25,0.0426621160409556
"815",7,"Esox lucius",24,0.0409556313993174
"816",7,"Fundulus olivaceus",24,0.0409556313993174
"817",7,"Lepomis humilis",24,0.0409556313993174
"818",7,"Micropterus dolomieu",24,0.0409556313993174
"819",7,"Perca flavescens",24,0.0409556313993174
"820",7,"Hypentelium etowanum",22,0.037542662116041
"821",7,"Micropterus punctulatus",22,0.037542662116041
"822",7,"Phenacobius mirabilis",22,0.037542662116041
"823",7,"Cottus carolinae",21,0.0358361774744027
"824",7,"Etheostoma blennioides",21,0.0358361774744027
"825",7,"Hybognathus hankinsoni",21,0.0358361774744027
"826",7,"Percina caprodes",21,0.0358361774744027
"827",7,"Percina maculata",21,0.0358361774744027
"828",7,"Anguilla rostrata",20,0.0341296928327645
"829",7,"Fundulus notatus",19,0.0324232081911263
"830",7,"Percina nigrofasciata",19,0.0324232081911263
"831",7,"Agosia chrysogaster",18,0.0307167235494881
"832",7,"Catostomus catostomus",18,0.0307167235494881
"833",7,"Erimyzon oblongus",18,0.0307167235494881
"834",7,"Etheostoma exile",17,0.0290102389078498
"835",7,"Lepomis microlophus",17,0.0290102389078498
"836",7,"Nocomis biguttatus",17,0.0290102389078498
"837",7,"Salvelinus confluentus",17,0.0290102389078498
"838",7,"Micropterus coosae",16,0.0273037542662116
"839",7,"Moxostoma duquesnei",16,0.0273037542662116
"840",7,"Ameiurus nebulosus",15,0.0255972696245734
"841",7,"Carpiodes carpio",15,0.0255972696245734
"842",7,"Dorosoma cepedianum",15,0.0255972696245734
"843",7,"Exoglossum maxillingua",15,0.0255972696245734
"844",7,"Gambusia holbrooki",15,0.0255972696245734
"845",7,"Notropis buccatus",15,0.0255972696245734
"846",7,"Pimephales vigilax",15,0.0255972696245734
"847",7,"Catostomus insignis",14,0.0238907849829352
"848",7,"Chrosomus eos",14,0.0238907849829352
"849",7,"Moxostoma macrolepidotum",14,0.0238907849829352
"850",7,"Notropis boops",14,0.0238907849829352
"851",7,"Notropis lutipinnis",14,0.0238907849829352
"852",7,"Chrosomus erythrogaster",13,0.0221843003412969
"853",7,"Pomoxis nigromaculatus",13,0.0221843003412969
"854",7,"Ameiurus platycephalus",12,0.0204778156996587
"855",7,"Notropis xaenocephalus",12,0.0204778156996587
"856",7,"Chrosomus oreas",11,0.0187713310580205
"857",7,"Cyprinella spiloptera",11,0.0187713310580205
"858",7,"Lythrurus umbratilis",11,0.0187713310580205
"859",7,"Notropis hudsonius",11,0.0187713310580205
"860",7,"Catostomus discobolus",10,0.0170648464163823
"861",7,"Gila robusta",10,0.0170648464163823
"862",7,"Minytrema melanops",10,0.0170648464163823
"863",7,"Nocomis micropogon",10,0.0170648464163823
"864",7,"Catostomus occidentalis",9,0.015358361774744
"865",7,"Catostomus plebeius",9,0.015358361774744
"866",7,"Cottus cognatus",9,0.015358361774744
"867",7,"Esox niger",9,0.015358361774744
"868",7,"Etheostoma coosae",9,0.015358361774744
"869",7,"Etheostoma zonale",9,0.015358361774744
"870",7,"Ichthyomyzon gagei",9,0.015358361774744
"871",7,"Moxostoma rupiscartes",9,0.015358361774744
"872",7,"Notropis rubellus",9,0.015358361774744
"873",7,"Notropis volucellus",9,0.015358361774744
"874",7,"Pylodictis olivaris",9,0.015358361774744
"875",7,"Ambloplites ariommus",8,0.0136518771331058
"876",7,"Aplodinotus grunniens",8,0.0136518771331058
"877",7,"Cyprinella analostana",8,0.0136518771331058
"878",7,"Etheostoma stigmaeum",8,0.0136518771331058
"879",7,"Fundulus diaphanus",8,0.0136518771331058
"880",7,"Hesperoleucus symmetricus",8,0.0136518771331058
"881",7,"Hybopsis amblops",8,0.0136518771331058
"882",7,"Labidesthes sicculus",8,0.0136518771331058
"883",7,"Moxostoma poecilurum",8,0.0136518771331058
"884",7,"Notropis chiliticus",8,0.0136518771331058
"885",7,"Notropis scepticus",8,0.0136518771331058
"886",7,"Pomoxis annularis",8,0.0136518771331058
"887",7,"Prosopium williamsoni",8,0.0136518771331058
"888",7,"Ameiurus brunneus",7,0.0119453924914676
"889",7,"Clinostomus elongatus",7,0.0119453924914676
"890",7,"Cottus asper",7,0.0119453924914676
"891",7,"Etheostoma radiosum",7,0.0119453924914676
"892",7,"Fundulus stellifer",7,0.0119453924914676
"893",7,"Gasterosteus aculeatus",7,0.0119453924914676
"894",7,"Hybopsis hypsinotus",7,0.0119453924914676
"895",7,"Lepisosteus osseus",7,0.0119453924914676
"896",7,"Notropis chrosomus",7,0.0119453924914676
"897",7,"Notropis procne",7,0.0119453924914676
"898",7,"Noturus nocturnus",7,0.0119453924914676
"899",7,"Percina crassa",7,0.0119453924914676
"900",7,"Platygobio gracilis",7,0.0119453924914676
"901",7,"Carpiodes cyprinus",6,0.0102389078498294
"902",7,"Catostomus platyrhynchus",6,0.0102389078498294
"903",7,"Cyprinella callistia",6,0.0102389078498294
"904",7,"Cyprinella chloristia",6,0.0102389078498294
"905",7,"Etheostoma collettei",6,0.0102389078498294
"906",7,"Fundulus catenatus",6,0.0102389078498294
"907",7,"Gila pandora",6,0.0102389078498294
"908",7,"Hybognathus regius",6,0.0102389078498294
"909",7,"Lampetra aepyptera",6,0.0102389078498294
"910",7,"Lepomis punctatus",6,0.0102389078498294
"911",7,"Lota lota",6,0.0102389078498294
"912",7,"Lythrurus fumeus",6,0.0102389078498294
"913",7,"Margariscus margarita",6,0.0102389078498294
"914",7,"Notropis stilbius",6,0.0102389078498294
"915",7,"Noturus phaeus",6,0.0102389078498294
"916",7,"Percina kathae",6,0.0102389078498294
"917",7,"Catostomus santaanae",5,0.00853242320819113
"918",7,"Erimyzon claviformis",5,0.00853242320819113
"919",7,"Etheostoma thalassinum",5,0.00853242320819113
"920",7,"Fundulus sciadicus",5,0.00853242320819113
"921",7,"Hybopsis rubrifrons",5,0.00853242320819113
"922",7,"Lepisosteus oculatus",5,0.00853242320819113
"923",7,"Lepisosteus platostomus",5,0.00853242320819113
"924",7,"Lepomis miniatus",5,0.00853242320819113
"925",7,"Luxilus cerasinus",5,0.00853242320819113
"926",7,"Luxilus coccogenis",5,0.00853242320819113
"927",7,"Moxostoma collapsum",5,0.00853242320819113
"928",7,"Notropis altipinnis",5,0.00853242320819113
"929",7,"Notropis percobromus",5,0.00853242320819113
"930",7,"Notropis photogenis",5,0.00853242320819113
"931",7,"Noturus exilis",5,0.00853242320819113
"932",7,"Noturus leptacanthus",5,0.00853242320819113
"933",7,"Oncorhynchus gilae",5,0.00853242320819113
"934",7,"Oncorhynchus kisutch",5,0.00853242320819113
"935",7,"Umbra pygmaea",5,0.00853242320819113
"936",7,"Cottus caeruleomentum",4,0.0068259385665529
"937",7,"Cottus sp. Rocky Mountain Sculpin",4,0.0068259385665529
"938",7,"Couesius plumbeus",4,0.0068259385665529
"939",7,"Cyprinella trichroistia",4,0.0068259385665529
"940",7,"Cyprinella whipplei",4,0.0068259385665529
"941",7,"Etheostoma artesiae",4,0.0068259385665529
"942",7,"Etheostoma gracile",4,0.0068259385665529
"943",7,"Etheostoma histrio",4,0.0068259385665529
"944",7,"Etheostoma rufilineatum",4,0.0068259385665529
"945",7,"Etheostoma whipplei",4,0.0068259385665529
"946",7,"Fundulus rathbuni",4,0.0068259385665529
"947",7,"Gila orcuttii",4,0.0068259385665529
"948",7,"Hypentelium roanokense",4,0.0068259385665529
"949",7,"Ictiobus bubalus",4,0.0068259385665529
"950",7,"Luxilus albeolus",4,0.0068259385665529
"951",7,"Lythrurus fasciolaris",4,0.0068259385665529
"952",7,"Notropis amabilis",4,0.0068259385665529
"953",7,"Notropis heterolepis",4,0.0068259385665529
"954",7,"Notropis telescopus",4,0.0068259385665529
"955",7,"Notropis texanus",4,0.0068259385665529
"956",7,"Noturus funebris",4,0.0068259385665529
"957",7,"Noturus lachneri",4,0.0068259385665529
"958",7,"Percina palmaris",4,0.0068259385665529
"959",7,"Percina sciera",4,0.0068259385665529
"960",7,"Percopsis omiscomaycus",4,0.0068259385665529
"961",7,"Semotilus corporalis",4,0.0068259385665529
"962",7,"Acantharchus pomotis",3,0.00511945392491468
"963",7,"Amia calva",3,0.00511945392491468
"964",7,"Astyanax mexicanus",3,0.00511945392491468
"965",7,"Catostomus latipinnis",3,0.00511945392491468
"966",7,"Catostomus macrocheilus",3,0.00511945392491468
"967",7,"Centrarchus macropterus",3,0.00511945392491468
"968",7,"Chrosomus neogaeus",3,0.00511945392491468
"969",7,"Cottus rhotheus",3,0.00511945392491468
"970",7,"Cyprinella galactura",3,0.00511945392491468
"971",7,"Dionda episcopa",3,0.00511945392491468
"972",7,"Enneacanthus gloriosus",3,0.00511945392491468
"973",7,"Etheostoma brevispinum",3,0.00511945392491468
"974",7,"Etheostoma collis",3,0.00511945392491468
"975",7,"Etheostoma mihileze",3,0.00511945392491468
"976",7,"Etheostoma tennesseense",3,0.00511945392491468
"977",7,"Etheostoma vitreum",3,0.00511945392491468
"978",7,"Fundulus majalis",3,0.00511945392491468
"979",7,"Gila nigrescens",3,0.00511945392491468
"980",7,"Hybognathus placitus",3,0.00511945392491468
"981",7,"Luxilus cardinalis",3,0.00511945392491468
"982",7,"Lythrurus ardens",3,0.00511945392491468
"983",7,"Micropterus henshalli",3,0.00511945392491468
"984",7,"Moxostoma sp. Brassy Jumprock",3,0.00511945392491468
"985",7,"Notropis atherinoides",3,0.00511945392491468
"986",7,"Notropis nubilus",3,0.00511945392491468
"987",7,"Oncorhynchus aguabonita",3,0.00511945392491468
"988",7,"Percina roanoka",3,0.00511945392491468
"989",7,"Petromyzon marinus",3,0.00511945392491468
"990",7,"Phenacobius catostomus",3,0.00511945392491468
"991",7,"Rhinichthys cobitis",3,0.00511945392491468
"992",7,"Apeltes quadracus",2,0.00341296928327645
"993",7,"Campostoma pauciradii",2,0.00341296928327645
"994",7,"Campostoma spadiceum",2,0.00341296928327645
"995",7,"Catostomus rimiculus",2,0.00341296928327645
"996",7,"Chrosomus tennesseensis",2,0.00341296928327645
"997",7,"Cottus aleuticus",2,0.00341296928327645
"998",7,"Cottus girardi",2,0.00341296928327645
"999",7,"Cottus klamathensis",2,0.00341296928327645
"1000",7,"Cottus pitensis",2,0.00341296928327645
"1001",7,"Cyprinella camura",2,0.00341296928327645
"1002",7,"Cyprinella gibbsi",2,0.00341296928327645
"1003",7,"Cyprinella lepida",2,0.00341296928327645
"1004",7,"Cyprinella nivea",2,0.00341296928327645
"1005",7,"Cyprinella pyrrhomelas",2,0.00341296928327645
"1006",7,"Cyprinella zanema",2,0.00341296928327645
"1007",7,"Erimyzon sucetta",2,0.00341296928327645
"1008",7,"Etheostoma asprigene",2,0.00341296928327645
"1009",7,"Etheostoma chlorosoma",2,0.00341296928327645
"1010",7,"Etheostoma hopkinsi",2,0.00341296928327645
"1011",7,"Etheostoma jessiae",2,0.00341296928327645
"1012",7,"Etheostoma jordani",2,0.00341296928327645
"1013",7,"Etheostoma lepidum",2,0.00341296928327645
"1014",7,"Etheostoma podostemone",2,0.00341296928327645
"1015",7,"Etheostoma tallapoosae",2,0.00341296928327645
"1016",7,"Hybopsis lineapunctata",2,0.00341296928327645
"1017",7,"Ichthyomyzon castaneus",2,0.00341296928327645
"1018",7,"Ictiobus cyprinellus",2,0.00341296928327645
"1019",7,"Lepomis marginatus",2,0.00341296928327645
"1020",7,"Lethenteron appendix",2,0.00341296928327645
"1021",7,"Luxilus zonistius",2,0.00341296928327645
"1022",7,"Lythrurus bellus",2,0.00341296928327645
"1023",7,"Macrhybopsis aestivalis",2,0.00341296928327645
"1024",7,"Margariscus nachtriebi",2,0.00341296928327645
"1025",7,"Micropterus treculii",2,0.00341296928327645
"1026",7,"Morone chrysops",2,0.00341296928327645
"1027",7,"Moxostoma congestum",2,0.00341296928327645
"1028",7,"Nocomis raneyi",2,0.00341296928327645
"1029",7,"Notropis amoenus",2,0.00341296928327645
"1030",7,"Notropis atrocaudalis",2,0.00341296928327645
"1031",7,"Notropis chlorocephalus",2,0.00341296928327645
"1032",7,"Notropis cummingsae",2,0.00341296928327645
"1033",7,"Notropis greenei",2,0.00341296928327645
"1034",7,"Notropis leuciodus",2,0.00341296928327645
"1035",7,"Notropis petersoni",2,0.00341296928327645
"1036",7,"Notropis rubricroceus",2,0.00341296928327645
"1037",7,"Notropis topeka",2,0.00341296928327645
"1038",7,"Percina peltata",2,0.00341296928327645
"1039",7,"Percina phoxocephala",2,0.00341296928327645
"1040",7,"Percina smithvanizi",2,0.00341296928327645
"1041",7,"Pimephales tenellus",2,0.00341296928327645
"1042",7,"Pungitius pungitius",2,0.00341296928327645
"1043",7,"Thymallus arcticus",2,0.00341296928327645
"1044",7,"Catostomus fumeiventris",1,0.00170648464163823
"1045",7,"Cottus beldingii",1,0.00170648464163823
"1046",7,"Cottus chattahoochee",1,0.00170648464163823
"1047",7,"Cottus confusus",1,0.00170648464163823
"1048",7,"Cottus gulosus",1,0.00170648464163823
"1049",7,"Cottus sp. Clinch Sculpin",1,0.00170648464163823
"1050",7,"Dionda nigrotaeniata",1,0.00170648464163823
"1051",7,"Enneacanthus obesus",1,0.00170648464163823
"1052",7,"Erimystax dissimilis",1,0.00170648464163823
"1053",7,"Erimystax x-punctatus",1,0.00170648464163823
"1054",7,"Etheostoma camurum",1,0.00170648464163823
"1055",7,"Etheostoma chuckwachatte",1,0.00170648464163823
"1056",7,"Etheostoma ditrema",1,0.00170648464163823
"1057",7,"Etheostoma euzonum",1,0.00170648464163823
"1058",7,"Etheostoma fusiforme",1,0.00170648464163823
"1059",7,"Etheostoma lynceum",1,0.00170648464163823
"1060",7,"Etheostoma microperca",1,0.00170648464163823
"1061",7,"Etheostoma nigripinne",1,0.00170648464163823
"1062",7,"Etheostoma oophylax",1,0.00170648464163823
"1063",7,"Etheostoma parvipinne",1,0.00170648464163823
"1064",7,"Etheostoma proeliare",1,0.00170648464163823
"1065",7,"Etheostoma scotti",1,0.00170648464163823
"1066",7,"Etheostoma serrifer",1,0.00170648464163823
"1067",7,"Etheostoma trisella",1,0.00170648464163823
"1068",7,"Fundulus kansae",1,0.00170648464163823
"1069",7,"Hiodon alosoides",1,0.00170648464163823
"1070",7,"Hybognathus argyritis",1,0.00170648464163823
"1071",7,"Hybognathus hayi",1,0.00170648464163823
"1072",7,"Hybognathus nuchalis",1,0.00170648464163823
"1073",7,"Ichthyomyzon fossor",1,0.00170648464163823
"1074",7,"Luxilus zonatus",1,0.00170648464163823
"1075",7,"Lythrurus lirus",1,0.00170648464163823
"1076",7,"Lythrurus matutinus",1,0.00170648464163823
"1077",7,"Macrhybopsis storeriana",1,0.00170648464163823
"1078",7,"Meda fulgida",1,0.00170648464163823
"1079",7,"Morone americana",1,0.00170648464163823
"1080",7,"Moxostoma anisurum",1,0.00170648464163823
"1081",7,"Moxostoma breviceps",1,0.00170648464163823
"1082",7,"Moxostoma cervinum",1,0.00170648464163823
"1083",7,"Moxostoma pappillosum",1,0.00170648464163823
"1084",7,"Moxostoma valenciennesi",1,0.00170648464163823
"1085",7,"Nocomis asper",1,0.00170648464163823
"1086",7,"Notropis alborus",1,0.00170648464163823
"1087",7,"Notropis ammophilus",1,0.00170648464163823
"1088",7,"Notropis asperifrons",1,0.00170648464163823
"1089",7,"Notropis blennius",1,0.00170648464163823
"1090",7,"Notropis longirostris",1,0.00170648464163823
"1091",7,"Notropis micropteryx",1,0.00170648464163823
"1092",7,"Notropis sp. Piedmont Shiner",1,0.00170648464163823
"1093",7,"Notropis suttkusi",1,0.00170648464163823
"1094",7,"Noturus maydeni",1,0.00170648464163823
"1095",7,"Noturus miurus",1,0.00170648464163823
"1096",7,"Opsopoeodus emiliae",1,0.00170648464163823
"1097",7,"Pararhinichthys bowersi",1,0.00170648464163823
"1098",7,"Percina carbonaria",1,0.00170648464163823
"1099",7,"Percina nevisense",1,0.00170648464163823
"1100",7,"Percina pantherina",1,0.00170648464163823
"1101",7,"Poecilia latipinna",1,0.00170648464163823
"1102",7,"Poeciliopsis occidentalis",1,0.00170648464163823
"1103",7,"Pteronotropis signipinnis",1,0.00170648464163823
"1104",7,"Pteronotropis stonei",1,0.00170648464163823
"1105",7,"Salmo salar",1,0.00170648464163823
"1106",7,"Sander vitreus",1,0.00170648464163823
"1107",7,"Semotilus thoreauianus",1,0.00170648464163823
"1108",7,"Siphateles bicolor",1,0.00170648464163823
"1109",7,"Thoburnia rhothoeca",1,0.00170648464163823
